Sentence,FK Reading Ease,FOG Scale,SMOG Index,ARI,CL Index,LW Formula,DC Score,Readability Consensus,Spache Formula
"""We have the beaches closed to provide an onshore refuge for the birds,"" Escobar said.",81.63,8.67,0.0,8.7,8.4,7.5,11.75,9.0,5.247333333333334
"""We have to find a solution to the crisis and that's the whole objective,"" he said.",80.62,11.4,0.0,6.6,5.28,9.0,7.39,6.0,4.7075
We have Ubuntu on the first partition on 2nd hard disk; everything is fine till it stops the loading and shows the error 7 and asks for the terminal.,67.42,14.36,0.0,12.7,7.09,17.5,11.06,11.0,6.410758620689656
We hope you have a happy Googleween!,89.75,2.8,0.0,2.3,4.07,2.5,6.24,3.0,3.0545714285714283
"We imagine you guys feel the same way -- this pumpkin placed first in the poll by a huge margin, garnering 3,303 votes!",74.53,10.62,0.0,10.3,6.96,12.5,11.19,11.0,5.113727272727273
We intend to fly from Chicago to Buffalo New York on 1st of May.,82.65,5.6,0.0,2.7,2.83,7.0,7.71,6.0,3.427285714285714
Weis said Clausen hurt his toe earlier in the game but it was nothing that would've prevented him from going back on the field if needed.,70.47,13.48,0.0,11.9,7.55,15.0,8.57,10.0,5.497307692307691
Weis said Crist thought he heard something in his knee when he went down.,99.57,5.6,0.0,5.8,6.55,6.0,6.59,6.0,2.8129999999999997
We just decided on this trip.,90.77,9.07,0.0,0.4,1.38,3.0,6.57,3.0,3.1183333333333327
"""We just heard this real roar, I thought we were about to lose half our roof,"" she said.",95.51,7.2,0.0,6.1,3.71,8.0,0.89,4.0,3.377
We just walk the 2 miles or so around Mirror Lake.,102.61,4.4,0.0,1.2,2.13,4.5,7.05,2.0,2.3899999999999997
We just want to see the field from the inside.,103.63,4.0,0.0,1.0,2.12,4.0,0.5,1.0,2.2489999999999997
"""We knew he was a real intelligent Marine,"" Arreola said of Cpl. Peter Giannopoulos of Inverness.",54.9,10.7,0.0,6.7,8.25,4.5,10.94,11.0,5.192
"""We knew it was for our own good. It had its purpose, being tough with us,"" Arreola said.",96.18,3.6,0.0,1.9,2.23,3.5,6.71,2.0,3.0635555555555554
"""We know that courtyard, and we've been waiting for something to happen there.",83.66,5.2,0.0,9.0,9.5,5.5,6.71,6.0,3.995076923076923
"We know there must be plenty of hidden local gems in NY...many which you would most likely keep ""hidden"" for yourselves I am sure..",72.5,9.6,0.0,11.8,7.43,12.0,6.8,7.0,4.581333333333333
"""We know they have the ability to survive longer than you might expect.""",83.66,8.28,0.0,6.8,7.24,6.5,7.93,7.0,3.995076923076923
"We like all sorts of food except the 13 year old who could survive on chicken fingers, hot dogs and pizza only.",74.53,8.8,0.0,8.8,5.92,11.0,9.03,9.0,5.113727272727273
"""Well, all this stuff about having to choose between glee and football is making it hard for me to lead. Leaders are supposed to see things that other guys don't, right, like they can imagine a future when things are better. . . . I see a future where it's cool to be in glee club, where you can play football and sing and dance and no one gets down on you for it. The more different you are, the better. . . . I don't want to have to choose between them anymore. It's not cool.""",81.43,6.08,5.5,6.0,5.1,7.25,5.95,6.0,3.450027472527472
We'll be continuing to explore the Verizon DROID by Motorola this weekend in the run-up to the full SlashGear review next week.,57.61,14.25,0.0,12.3,9.86,14.0,9.75,10.0,5.895545454545454
"We'll be emailing the winners shortly to inform them about receiving their bounty; for the rest of you, have an unbelievably happy Halloween!",56.59,12.68,0.0,14.4,12.02,13.5,10.27,13.0,7.073304347826086
"We'll be updating this thing pretty frequently, and a million Gizmodo readers can do a better job at sorting through the app mess than a single Gizmodo editor.",43.06,16.91,0.0,14.8,9.75,19.0,8.97,15.0,6.6298571428571424
"""We'll go fishing when we get back,"" Arreola recalled Hammond telling him.",84.68,4.8,0.0,9.3,9.85,5.0,10.81,5.0,5.397666666666666
"Well I couldn't install, but then was able to go through the text mode install using the Alternative cd.",69.11,9.71,0.0,9.4,8.07,10.5,9.57,10.0,4.875894736842104
Well I finally figured it out.,73.85,2.4,0.0,1.2,2.37,3.0,6.57,3.0,3.1183333333333327
"Well if you're looking for lobster, the place to go in montauk is Gosmans Restaurant.",81.63,6.0,0.0,8.3,8.4,6.5,9.64,6.0,5.820666666666666
Well i have a .bin .cue file that i need to burn as .iso,108.03,5.6,0.0,0.0,-1.29,6.0,6.59,0.0,2.8129999999999997
"Well, I haven't yet tried to launch the entire command dpkg-reconfigure -phigh xserver-xorg but simply the usual dpkg-reconfigure xserver-xorg and it shows all correct parameters.",37.64,13.2,0.0,20.3,17.12,15.5,12.46,14.0,7.116
"Well, it seems that removing the mol networking stuff and switching my router to wep instead of wpa has left me with (so far) totally reliable networking.",60.99,16.73,0.0,14.4,9.64,18.5,10.82,12.0,6.2385925925925925
"Well, man, it does.",118.18,1.6,0.0,-0.7,-4.36,1.0,0.2,0.0,1.403
"Well, maybe she didn't really force him since it looks like wearing a dress and lipstick is giving him the drips.",75.54,8.4,0.0,9.9,7.6,11.5,8.44,8.0,4.619047619047619
"Well, now I'm ready to go back to Mac OS X, but I can't figure out how to do this!",93.48,8.0,0.0,3.4,-0.47,9.0,7.0,0.0,3.659
"Well, now we have something new on The Expendables front - an exclusive from the director and star of the film: Stallone himself.",57.61,14.25,0.0,12.5,9.86,14.5,7.6,10.0,5.504636363636363
"Well, the job is demanding as hell and requires extended periods of separation, for one.",47.79,16.67,0.0,9.3,9.56,11.5,9.64,10.0,5.820666666666666
"Well, tough cookies, mister.",75.88,1.6,0.0,10.0,8.7,1.0,11.73,4.0,3.553
We'll try to cover as much as we can.,104.64,3.6,0.0,-1.9,-1.67,3.5,0.45,4.0,2.1079999999999997
"Well we have several, your best start would be: www.lakegeorge.com",78.25,4.0,0.0,10.4,11.98,6.0,8.87,5.0,3.1089999999999995
"Well, well, well, after much rumor and speculation, we can finally lay to rest the long-standing rumor of the ""gphone,"" or Google's answer to the iPhone.",62.01,11.94,0.0,14.7,9.35,16.0,8.57,9.0,5.497307692307691
"Well, you'll recall that Foley was a frequent guest star on Scrubs, which just happens to be the last hitcom overseen by Cougar Town mayor Bill Lawrence.",69.45,10.8,0.0,14.2,9.46,13.5,10.24,11.0,6.5571111111111104
We look forward to your visit....,90.77,2.4,0.0,3.6,2.37,2.0,0.3,2.0,1.6849999999999998
We need advice.,93.81,1.2,0.0,0.5,-2.38,0.5,9.05,1.0,4.128666666666666
"""We need to be careful that when these split-ups occur, that the prime cuts are not offered to private investors and the scraps left to taxpayers,"" he said.",68.44,12.63,0.0,14.3,8.48,15.0,10.66,11.0,6.3227142857142855
"""We need to continue to attract outside investments, but it needs to be done in a transparent fashion,"" said independent senator Godwin Hulse.",39.67,17.9,0.0,14.7,12.02,16.5,10.96,13.0,6.6993913043478255
We need to know which you have.,115.13,2.8,0.0,-1.2,-0.06,2.5,0.35,0.0,1.8259999999999998
"""We only had them for that one day and then Bruce had to go off to Istanbul and Arnold had to go back and do his governmental stuff. But I was impressed because they got up at 5:30 in the morning to do this.""",82.99,10.62,0.0,7.2,3.83,12.0,7.24,7.0,4.527363636363637
We particularly like the locals scene over the touristy places which are often spoke of here in the forums.,69.11,9.71,0.0,10.1,9.57,10.5,9.57,10.0,4.875894736842104
We plan to drive from Boston to Washington and plan to visit a big outlet on the way and perhaps stay over the night.,72.5,11.27,0.0,9.0,5.52,13.0,6.8,9.0,5.298
"WEP, WPA?",120.21,0.8,0.0,-1.7,-13.21,0.0,19.53,0.0,1.121
We read and read about a lot of bullshit.,104.64,3.6,0.0,0.4,1.59,3.5,5.84,4.0,3.0635555555555554
"We're curious, how many of you iPhone fanatics rely on a baseband unlock to have a functional iPhone?",61.67,13.87,0.0,9.6,8.52,12.0,10.67,9.0,6.243666666666666
We're going to downeast Maine (near Bar Harbor).,88.74,3.2,0.0,6.7,7.21,3.0,7.98,3.0,1.9669999999999999
We're huge fans of ubiquitous capture - recording everything that comes to mind when it comes to mind - as a method of getting organized and keeping things from slipping through the cracks.,56.93,14.98,0.0,17.9,11.96,19.5,10.78,13.0,6.874516129032257
"Were it to produce its own hardware, Google would not only risk alienating HTC, Motorola and other Android partners but also Apple, whose iPhone depends heavily on Google services like Maps and YouTube.",46.44,16.84,0.0,19.3,12.49,19.5,11.97,12.0,7.576848484848485
'We're not animals',59.97,14.53,0.0,6.8,1.52,1.5,14.31,2.0,4.128666666666666
"""We're representing many victims against the SEC,"" Lax said.",79.26,8.04,0.0,10.3,11.22,4.5,11.1,5.0,4.01911111111111
"""We respect her decision and wish her the best in the future,"" said spokesman Bob Reed, who added that Quinn plans to fill the position.",79.94,13.2,0.0,12.2,7.84,14.5,10.56,8.0,5.74
We're taking our camper and heading that way for our yearly week-long trip.,83.66,5.2,0.0,7.9,8.63,5.5,7.93,6.0,3.995076923076923
"""We're talking about each others career's,"" he said, ""why we joined, having fun and getting to know each other.""",77.57,7.6,0.0,11.4,8.36,8.5,7.9,8.0,4.875894736842104
"We're talking to Motorola about this, and we're not sure if it's an Android issue, something to do with the DROID specifically, or something else.",63.02,13.2,0.0,14.1,9.7,14.5,8.67,9.0,6.084
"We rode bikes in, which doesn't require payment, so I'm not sure what the fee is.",89.08,6.4,0.0,6.0,4.52,7.0,7.39,5.0,3.6325
"""We see that happen in our own country where, for whatever combination of reasons, one of the candidates decides not to go forward,"" Clinton told reporters in Abu Dhabi, United Arab Emirates.",47.46,16.55,0.0,18.1,11.04,19.0,10.65,11.0,7.5009999999999994
"""We see that happen in our own country where, for whatever combination of reasons, one of the candidates decides not to go forward,"" Mrs Clinton told reporters in the United Arab Emirates.",47.46,16.55,0.0,17.7,10.69,19.0,10.16,11.0,7.5009999999999994
We started this series by looking at the education sector.,52.87,8.0,0.0,6.6,9.08,5.0,12.03,8.0,6.5489999999999995
"We stayed at the Comfort Suites, Lake George last year.",103.63,4.0,0.0,5.2,6.76,4.0,8.87,4.0,2.2489999999999997
"We stayed at the Marriott Residence Inn...dog friendly if anyone is interested..very nice, breakfast included.",30.87,11.33,0.0,16.2,16.52,10.5,8.59,17.0,4.6739999999999995
"Western officials hoped that Abdullah would make a gracious exit for the good of the country rather than denounce Karzai for fraud, a move that could sharpen tensions at a time the United States and its allies are seeking unity against the Taliban.",44.75,19.06,0.0,22.6,11.1,23.5,10.18,11.0,8.702
"""We thought that sooner or later, everyone would have to recognize the elections, even without the return of Zelaya, but we realized it was going to be a very painful, costly process,"" Martha Alvarado, deputy foreign minister and frequent spokesperson for the de facto government, said in a telephone interview from the capital, Tegucigalpa.",16.67,26.04,0.0,30.7,13.36,36.0,11.87,13.0,10.841888888888889
"""...We took some shots early and they were doing a good job getting to us, and we just needed to settle down as an offense and get into a rhythm. We were finally able to do that.""",86.54,7.4,0.0,6.0,3.89,8.75,6.69,6.0,4.144797297297297
"""We track tons of stuff - where people die, how many weapons are used, what's the most used weapon in a particular area, what's the longest playthrough for a checkpoint,"" Minkoff said.",73.85,13.69,0.0,17.3,10.05,17.0,9.25,11.0,6.042258064516128
We tried in many ways to configure the ATI video card but it looks as the G5 wan't work with Ubuntu 7.04.,91.45,10.62,0.0,7.6,4.06,12.0,11.9,12.0,4.722818181818182
We used Insights for Search to track the fastest-rising searches related to [costume] in the U.S. in 2009.,78.59,9.42,0.0,10.8,9.16,9.0,11.55,9.0,5.28811111111111
"""We've all been to prison, and we know the code of how you're supposed to behave.",97.54,6.4,0.0,6.0,4.52,7.0,6.4,6.0,3.6325
"We've been avidly playing with the Verizon DROID by Motorola since its launch on Wednesday, and while we think it's still too early to give a definitive opinion on the Android smartphone either way, we wanted to share some highlights.",47.8,19.0,0.0,21.6,10.86,23.0,10.36,11.0,8.629
We've got the video all queued up for you after the bounce.,101.6,4.8,0.0,3.4,4.05,5.0,6.86,5.0,2.5309999999999997
We've never heard of it before either!,81.29,2.8,0.0,3.6,4.94,2.5,0.35,4.0,1.8259999999999998
"We've said it before and we'll say it again: we couldn't be more pumped for Sylvester Stallone's all-star action extravaganza, The Expendables.",57.61,12.44,0.0,15.7,12.76,13.0,9.03,13.0,5.504636363636363
"""We want him to not like us, although I like him, I like the guy,"" he said.",96.52,6.8,0.0,3.4,0.52,7.5,5.41,4.0,3.741882352941176
We watch it on TV and in movies.,114.12,3.2,0.0,-2.8,-2.26,3.0,6.01,-2.0,1.9669999999999999
"""We welcome competition and objective opposition,"" he told delegates.",11.58,21.38,0.0,15.0,17.66,7.5,11.1,14.0,5.930222222222222
"We went to the new location this summer, and loved it!",85.69,8.04,0.0,2.9,3.69,5.5,7.05,4.0,3.171818181818182
We went to this restaurant because they take the Entertainment Card.,68.77,8.04,0.0,8.9,11.58,5.5,7.05,9.0,3.9536363636363636
We were just in Saratoga Springs Memorial Day weekend and drove by it..it looks fantastic.,73.17,11.33,0.0,9.9,10.37,8.5,10.7,11.0,5.247333333333334
"""We were searching in that area because of the drift that would have naturally occurred after that event.""",70.13,9.42,0.0,10.8,10.15,9.0,8.92,9.0,4.8103333333333325
* We were thinking of getting the train there (?),71.82,3.2,0.0,6.1,6.45,4.0,6.01,6.0,3.042
We were thinking of Lake Placid ...,90.77,2.4,0.0,4.3,4.28,2.5,9.2,3.0,3.1183333333333327
We were thinking of Mystic Seaport along the way but need ideas in NY state.,90.09,6.0,0.0,5.5,5.73,6.5,9.64,6.0,4.6739999999999995
We will be coming to New York in November - I need to find a Walmart - can you let me know if there is one near which is within travelling distance from the subway/cab.,54.9,14.41,0.0,14.2,6.16,20.5,8.14,14.0,6.795030303030302
We will be leaving at about 10am.,106.67,2.8,0.0,0.3,1.57,2.5,6.24,0.0,1.8259999999999998
"""We will have an assessment of the issues that arose - why this has turned out to be so acute,"" he said.",84.0,10.3,0.0,7.7,4.24,12.0,7.69,8.0,4.619047619047619
We will have to give that a try this summer.,103.63,4.0,0.0,0.1,0.96,4.0,0.5,1.0,2.2489999999999997
"""We will match whatever they do,"" she said.",88.74,8.2,0.0,3.8,3.55,4.0,6.01,4.0,3.042
We will most likely get the pass I've read about.,103.63,4.0,0.0,2.4,3.28,4.0,0.5,4.0,2.2489999999999997
We will need a hotel that can accomadate us!,79.26,8.04,0.0,1.9,3.51,4.5,5.84,4.0,3.0635555555555554
"We will spend all of Saturday morning in Cleveland (where I lived for 11 years, she's never been west of Jersey) and then drive to Detroit to spend Passover with my family (The GF isn't Jewish, new experience for her).",47.8,17.0,0.0,19.6,7.96,23.0,9.57,17.0,7.554
