Sentence,ADF Score,FK Grade Level,Reading Time,WF Score
"The snow has melted, the ice is off the lake, things are looking good.",14.285714285714285,2.9,0.84,5.8584000000000005
The Sony PS3 -- a popular choice for eye-candy junkies with its Blu-ray playback -- is a perfect fit.,10.526315789473683,8.7,1.22,6.0322
The Southern African Development Community (SADC) delegation that was in Zimbabwe to consult with members of the national unity government will recommend the convening of an extraordinary summit soon.,13.793103448275861,19.3,2.53,7.325000000000001
"The sparsely attended event for the school with 4,500 students was locked down while police and school district security combed the campus for the perpetrators, he said.",3.571428571428571,12.6,2.1,7.474100000000002
The special election is Tuesday.,20.0,5.2,0.41,5.074900000000001
"The spectacular flameout of the Scozzafava campaign, with the GOP rank-and-file providing both the torches and the fuel, inspires this observation:",4.3478260869565215,13.8,1.87,6.152100000000001
The spinning of the drive doesn't indicate that the writing isn't complete.,14.285714285714285,8.0,0.94,5.720200000000001
"The squad seized his computers, camera memory cards, books, air-filtration masks, bumper stickers and political posters -- all purportedly evidence that the 41-year old social worker had broken a federal anti-rioting law that carries up to five years in prison.",9.523809523809524,19.7,3.26,6.5908999999999995
The SSA letter didn't say what the background check had uncovered.,0.0,6.4,0.82,5.713900000000001
"The SSA subsequently sent CMS a letter stating that the background check showed Studnitz was ""unsuitable"" to work on the contract.",4.761904761904762,9.1,1.62,6.949300000000001
"The stack will be positioned on top of the segments already in place on the mobile launcher platform in High Bay 3, completing assembly of the 327-foot-tall rocket.",3.3333333333333335,13.0,2.01,6.5055000000000005
The stage is set for Tuesday's elections: At least a two-out-of-three defeat for the Democrats on the ballot one year after Obama was elected president.,6.896551724137931,10.7,1.88,5.9209000000000005
"The Standard & Poor's 500 Index fell last week, marking the first monthly drop since February, after reports prompted concern that consumers will restrain the economic recovery.",14.814814814814813,14.6,2.22,7.2782
the startx command tells me that is is already running,0.0,3.7,0.66,5.115400000000001
"The Stasi, which is said to have had more than 170,000 informers, succeeded in destroying thousands of files, shredding them in machines called ""ripping wolves"" until the equipment broke down under the weight of the task, then through burning and pulping (the contents, held in buckets in the archive, are known as ""Stasi porridge"").",3.6363636363636362,22.0,4.11,8.992999999999999
The State Department has open reports of 954 U.S. citizen children being taken into Mexico by a parent.,5.263157894736842,11.5,1.26,5.9999
"The state has little authority outside the capital, Sana.",11.11111111111111,9.2,0.72,4.7796
"The state has several trade offices around the world, though Quinn said he envisioned Adams would expand the South African office so that it also would focus on building relationships with universities and the country's academic community.",7.894736842105263,17.7,2.98,7.003400000000001
"""The state is struggling because the monies spent on this erosion problem are huge sums of money. So we will of course need a lot of help from the international community and the federal government. Alone it would be a Herculean task for Anambra state.""",6.666666666666667,6.8,3.07,8.0549
The state is trying to avoid another holiday-season controversy by barring religious and other nongovernmental displays inside buildings at the Capitol campus in Olympia.,12.0,16.2,2.16,6.137499999999999
The statement said the man was suspected of involvement in last Sunday's bombing of the Justice Ministry.,5.555555555555555,8.7,1.31,5.9597
The state's environment commissioner Michael Egbebike speaks to VOA.,0.0,10.3,0.88,5.712899999999999
"The state will spend roughly $350 million more in 2010 than it was paying in 2006 to maintain its health care system, according to the Massachusetts Taxpayers Foundation.",3.571428571428571,13.0,2.1,5.8791
The statue of liberty is located all the way down town.,0.0,6.4,0.66,5.315300000000001
"The stories of people who have never donated, one person who had bought some neccessities at Walmart and then returned them so he could send a money order for $25.00.",0.0,12.6,2.01,7.930299999999999
The story and the list have been updated.,0.0,4.1,0.5,5.4346000000000005
"The story is the ultimate tale in Ancestral Shadows, a new anthology of Russell's stories, with introduction by Vigen Guroian.",9.523809523809524,13.5,1.57,6.378500000000001
"The story was that it was just a ""weird coincidence.""",10.0,4.8,0.65,5.1896
"The strategy also called for later DVD home sales of the movie, a CD box set, and all the predictable merchandising.",4.761904761904762,9.1,1.41,5.635900000000001
"The subsidies the state offers to moderate-income families who make too much money to qualify for Medicaid, but who cannot afford insurance on their own, is a crucial piece of the puzzle.",12.121212121212121,15.8,2.29,6.8693
The successful candidate is expected to be announced soon and the position will come into force once the Lisbon Treaty has been ratified by all 27 EU states.,3.571428571428571,13.0,1.91,6.6843
"The summer crowds are gone, and it's a great time to visit.",7.6923076923076925,3.3,0.71,5.502700000000001
The Sunday Times has learnt that Miliband has secretly held a number of discussions with the socialist faction in the European parliament about running for the job.,3.7037037037037033,12.6,2.03,6.373999999999999
The Supreme Court Collegium has pulled the name of Karnataka High Court Chief Justice P D Dinakaran from the five-strong list of HC chief justices it had recommended for elevation to the apex court.,8.571428571428571,14.2,2.42,7.213800000000001
"The survey of laws, practices and size of inflows in 60 jurisdictions found Delaware coming in first, followed by Luxembourg and then Switzerland.",4.3478260869565215,12.3,1.82,6.3262
"The suspect was taken to the hospital, where he died from a loss of blood, the ministry said.",0.0,6.8,1.12,5.937799999999999
"The Swedish EU presidency released a statement Thursday, denouncing the recent death penalty handed down to two Tibetans involved in the Lhasa riot and asking China to abolish the capital sentences.",6.451612903225806,15.4,2.47,6.7072
The Swiss-based International Olympic Committee also rejects Yuan's allegations.,18.181818181818183,15.1,1.06,4.9744
"The symptoms were pretty much the same as what you describe; in fact, in particular, it was the alt key that had problems.",13.043478260869565,8.7,1.47,5.596
"The T40 came with three different wireless cards, each requiring different drivers.",16.666666666666664,9.2,1.06,5.8420000000000005
The Talk wanted to know what makes those people hired to give us nightmares tick.,0.0,4.4,0.98,5.8018
"The tall, middle-aged man stared at the names of the mayoral candidates on an electronic voting machine for some time Thursday morning, struggling to recall any major differences among them.",12.903225806451612,13.8,2.37,6.0229
"The tariffs will take effect on Monday this week, the ministry said.",0.0,4.4,0.84,5.270200000000001
"The task, along with meeting family members of troops killed in action, has been so wrenching - balancing the anger, grief and pride of families coping with the loss symbolized by a flag-draped coffin - that the president often leaned on his wife, Laura, for emotional support.",2.1739130434782608,19.7,3.39,6.981900000000001
The team doesn't reinvent the wheel figuring out what to award - Uncharted 2's trophy list mirrors in large part that of Uncharted: Drake's Fortune.,3.7037037037037033,11.5,1.82,6.075200000000001
"The Tempe, Arizona-based Institute for Supply Management may report tomorrow that its manufacturing index climbed to 53 in October, the highest level since August 2006, the survey median showed.",3.3333333333333335,17.0,2.44,7.144100000000001
"The test page says ghostscript, not CUPS...not sure what the difference is.",7.6923076923076925,4.4,0.94,6.0722000000000005
"The test was conducted on May 20, 2009.",0.0,2.9,0.47,5.332900000000001
"the theme i downloaded includes the mac osx like scroll bar and is supposed to replace the system control, right?",0.0,8.7,1.38,6.7063
"The thing does not work as it is, so it could be only very slightly more useless even if you drove your car over it!",8.0,7.1,1.35,6.8184000000000005
The things you want to do are close together (you can just leave the car in the hotel lot).,0.0,6.0,1.07,6.2248
The third-quarter surge came after the Celtics' second unit had dug the hole for the Bulls in the second quarter.,14.285714285714285,7.6,1.38,6.984400000000001
"The third race which has a national audience on Tuesday, in New Jersey, is more difficult to predict.",16.666666666666664,9.1,1.23,5.7337
